Product ID,Category,Sub-Category,Product Name,Product ID No.
OFF-PA-10004239,Office Supplies,Paper,Xerox 1953,10004239
FUR-FU-10001185,Furniture,Furnishings,"Advantus Employee of the Month Certificate Frame, 11 x 13-1/2",10001185
OFF-PA-10003270,Office Supplies,Paper,Xerox 1954,10003270
OFF-PA-10002421,Office Supplies,Paper,Embossed Ink Jet Note Cards,10002421
OFF-ST-10001128,Office Supplies,Storage,"Carina Mini System Audio Rack, Model AR050B",10001128
FUR-CH-10004853,Furniture,Chairs,"Global Manager's Adjustable Task Chair, Storm",10004853
FUR-FU-10003832,Furniture,Furnishings,"Eldon Expressions Punched Metal & Wood Desk Accessories, Black & Cherry",10003832
OFF-LA-10003663,Office Supplies,Labels,Avery 498,10003663
OFF-PA-10000791,Office Supplies,Paper,"Wirebound Message Books, Four 2 3/4 x 5 Forms per Page, 200 Sets per Book",10000791
FUR-FU-10000771,Furniture,Furnishings,"Eldon 200 Class Desk Accessories, Smoke",10000771
OFF-ST-10002615,Office Supplies,Storage,"Dual Level, Single-Width Filing Carts",10002615
OFF-BI-10001308,Office Supplies,Binders,GBC Standard Plastic Binding Systems' Combs,10001308
OFF-AR-10003338,Office Supplies,Art,"Eberhard Faber 3 1/2"" Golf Pencils",10003338
FUR-FU-10002116,Furniture,Furnishings,"Tenex Carpeted, Granite-Look or Clear Contemporary Contour Shape Chair Mats",10002116
FUR-CH-10000422,Furniture,Chairs,Global Highback Leather Tilter in Burgundy,10000422
FUR-FU-10002685,Furniture,Furnishings,"Executive Impressions 13-1/2"" Indoor/Outdoor Wall Clock",10002685
FUR-CH-10004875,Furniture,Chairs,Harbour Creations 67200 Series Stacking Chairs,10004875
TEC-PH-10001459,Technology,Phones,Samsung Galaxy Mega 6.3,10001459
OFF-LA-10002034,Office Supplies,Labels,Avery 478,10002034
FUR-CH-10001797,Furniture,Chairs,"Safco Chair Connectors, 6/Carton",10001797
OFF-BI-10000174,Office Supplies,Binders,"Wilson Jones Clip & Carry Folder Binder Tool for Ring Binders, Clear",10000174
TEC-MA-10004521,Technology,Machines,Epson Perfection V600 Photo Scanner,10004521
OFF-BI-10003655,Office Supplies,Binders,Durable Pressboard Binders,10003655
OFF-AP-10003779,Office Supplies,Appliances,Kensington 7 Outlet MasterPiece Power Center with Fax/Phone Line Protection,10003779
OFF-BI-10003355,Office Supplies,Binders,Cardinal Holdit Business Card Pockets,10003355
FUR-CH-10003846,Furniture,Chairs,Hon Valutask Swivel Chairs,10003846
TEC-PH-10003691,Technology,Phones,BlackBerry Q10,10003691
OFF-BI-10002799,Office Supplies,Binders,"SlimView Poly Binder, 3/8""",10002799
OFF-AR-10003582,Office Supplies,Art,"Boston Electric Pencil Sharpener, Model 1818, Charcoal Black",10003582
FUR-FU-10004666,Furniture,Furnishings,DAX Clear Channel Poster Frame,10004666
OFF-EN-10002312,Office Supplies,Envelopes,#10 Self-Seal White Envelopes,10002312
FUR-CH-10002320,Furniture,Chairs,Hon Pagoda Stacking Chairs,10002320
FUR-TA-10003837,Furniture,Tables,Anderson Hickey Conga Table Tops & Accessories,10003837
TEC-PH-10002350,Technology,Phones,Apple EarPods with Remote and Mic,10002350
TEC-AC-10000397,Technology,Accessories,"Perixx PERIBOARD-512B, Ergonomic Split Keyboard",10000397
TEC-AC-10004001,Technology,Accessories,Logitech Wireless Headset H600 Over-The-Head Design,10004001
OFF-PA-10001815,Office Supplies,Paper,Xerox 1885,10001815
FUR-FU-10002379,Furniture,Furnishings,Eldon Econocleat Chair Mats for Low Pile Carpets,10002379
OFF-FA-10003021,Office Supplies,Fasteners,Staples,10003021
FUR-BO-10003660,Furniture,Bookcases,"Bush Cubix Collection Bookcases, Fully Assembled",10003660
OFF-BI-10001267,Office Supplies,Binders,"Universal Recycled Hanging Pressboard Report Binders, Letter Size",10001267
OFF-PA-10001471,Office Supplies,Paper,Strathmore Photo Frame Cards,10001471
TEC-MA-10001972,Technology,Machines,Okidata C331dn Printer,10001972
FUR-FU-10003464,Furniture,Furnishings,"Seth Thomas 8 1/2"" Cubicle Clock",10003464
FUR-FU-10004586,Furniture,Furnishings,G.E. Longer-Life Indoor Recessed Floodlight Bulbs,10004586
TEC-PH-10004908,Technology,Phones,Panasonic KX TS3282W Corded phone,10004908
FUR-CH-10004495,Furniture,Chairs,"Global Leather and Oak Executive Chair, Black",10004495
TEC-MA-10000418,Technology,Machines,Cubify CubeX 3D Printer Double Head Print,10000418
OFF-BI-10004600,Office Supplies,Binders,Ibico Ibimaster 300 Manual Binding System,10004600
OFF-BI-10004040,Office Supplies,Binders,Wilson Jones Impact Binders,10004040
TEC-PH-10001299,Technology,Phones,Polycom CX300 Desktop Phone USB VoIP phone,10001299
OFF-PA-10002246,Office Supplies,Paper,"Wirebound Four 2-3/4 x 5 Forms per Page, 400 Sets per Book",10002246
OFF-AR-10004956,Office Supplies,Art,Newell 33,10004956
OFF-AR-10004260,Office Supplies,Art,Boston 1799 Powerhouse Electric Pencil Sharpener,10004260
OFF-BI-10001787,Office Supplies,Binders,Wilson Jones Four-Pocket Poly Binders,10001787
OFF-LA-10000407,Office Supplies,Labels,Avery White Multi-Purpose Labels,10000407
TEC-AC-10000420,Technology,Accessories,Logitech G500s Laser Gaming Mouse with Adjustable Weight Tuning,10000420
OFF-PA-10001838,Office Supplies,Paper,"Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4""X8 1/2"", 300/Messages",10001838
OFF-EN-10004846,Office Supplies,Envelopes,Letter or Legal Size Expandable Poly String Tie Envelopes,10004846
OFF-SU-10003567,Office Supplies,Supplies,Stiletto Hand Letter Openers,10003567
OFF-ST-10002301,Office Supplies,Storage,Tennsco Commercial Shelving,10002301
TEC-PH-10003095,Technology,Phones,Samsung HM1900 Bluetooth Headset,10003095
TEC-PH-10004912,Technology,Phones,Cisco SPA112 2 Port Phone Adapter,10004912
OFF-AR-10000799,Office Supplies,Art,Col-Erase Pencils with Erasers,10000799
TEC-PH-10003171,Technology,Phones,Plantronics Encore H101 Dual Earpieces Headset,10003171
OFF-AP-10000595,Office Supplies,Appliances,Disposable Triple-Filter Dust Bags,10000595
TEC-MA-10002428,Technology,Machines,Fellowes Powershred HS-440 4-Sheet High Security Shredder,10002428
TEC-PH-10001128,Technology,Phones,Motorola Droid Maxx,10001128
OFF-PA-10001033,Office Supplies,Paper,Xerox 1893,10001033
TEC-AC-10000474,Technology,Accessories,Kensington Expert Mouse Optical USB Trackball for PC or Mac,10000474
FUR-FU-10002963,Furniture,Furnishings,"Master Caster Door Stop, Gray",10002963
OFF-BI-10000962,Office Supplies,Binders,"Acco Flexible ACCOHIDE Square Ring Data Binder, Dark Blue, 11 1/2"" X 14"" 7/8""",10000962
OFF-AP-10002867,Office Supplies,Appliances,Fellowes Command Center 5-outlet power strip,10002867
FUR-BO-10002916,Furniture,Bookcases,"Rush Hierlooms Collection 1"" Thick Stackable Bookcases",10002916
FUR-TA-10004152,Furniture,Tables,"Barricks 18"" x 48"" Non-Folding Utility Table with Bottom Storage Shelf",10004152
FUR-FU-10000672,Furniture,Furnishings,"Executive Impressions 10"" Spectator Wall Clock",10000672
FUR-FU-10002445,Furniture,Furnishings,"DAX Two-Tone Rosewood/Black Document Frame, Desktop, 5 x 7",10002445
FUR-FU-10000320,Furniture,Furnishings,OIC Stacking Trays,10000320
FUR-CH-10003535,Furniture,Chairs,"Global Armless Task Chair, Royal Blue",10003535
FUR-FU-10003919,Furniture,Furnishings,Eldon Executive Woodline II Cherry Finish Desk Accessories,10003919
FUR-FU-10002191,Furniture,Furnishings,G.E. Halogen Desk Lamp Bulbs,10002191
OFF-PA-10000174,Office Supplies,Paper,"Message Book, Wirebound, Four 5 1/2"" X 4"" Forms/Pg., 200 Dupl. Sets/Book",10000174
FUR-FU-10002703,Furniture,Furnishings,"Tenex Traditional Chairmats for Hard Floors, Average Lip, 36"" x 48""",10002703
OFF-ST-10001505,Office Supplies,Storage,"Perma STOR-ALL Hanging File Box, 13 1/8""W x 12 1/4""D x 10 1/2""H",10001505
TEC-PH-10002415,Technology,Phones,Polycom VoiceStation 500 Conference phone,10002415
OFF-PA-10004996,Office Supplies,Paper,"Speediset Carbonless Redi-Letter 7"" x 8 1/2""",10004996
FUR-FU-10002045,Furniture,Furnishings,"Executive Impressions 14""",10002045
TEC-AC-10002305,Technology,Accessories,KeyTronic E03601U1 - Keyboard - Beige,10002305
TEC-AC-10000990,Technology,Accessories,Imation Bio 2GB USB Flash Drive Imation Corp,10000990
FUR-BO-10001608,Furniture,Bookcases,"Hon Metal Bookcases, Black",10001608
FUR-BO-10000112,Furniture,Bookcases,"Bush Birmingham Collection Bookcase, Dark Cherry",10000112
TEC-PH-10004120,Technology,Phones,AT&T 1080 Phone,10004120
OFF-BI-10003476,Office Supplies,Binders,Avery Metallic Poly Binders,10003476
TEC-MA-10002859,Technology,Machines,Ativa MDM8000 8-Sheet Micro-Cut Shredder,10002859
OFF-AR-10000657,Office Supplies,Art,"Binney & Smith inkTank Desk Highlighter, Chisel Tip, Yellow, 12/Box",10000657
OFF-AR-10002257,Office Supplies,Art,"Eldon Spacemaker Box, Quick-Snap Lid, Clear",10002257
OFF-AP-10001947,Office Supplies,Appliances,Acco 6 Outlet Guardian Premium Plus Surge Suppressor,10001947
TEC-PH-10003484,Technology,Phones,Ooma Telo VoIP Home Phone System,10003484
TEC-AC-10004975,Technology,Accessories,Plantronics Audio 995 Wireless Stereo Headset,10004975
OFF-AR-10004062,Office Supplies,Art,Staples in misc. colors,10004062
OFF-ST-10000321,Office Supplies,Storage,Akro Stacking Bins,10000321
TEC-AC-10002134,Technology,Accessories,Rosewill 107 Normal Keys USB Wired Standard Keyboard,10002134
TEC-PH-10004071,Technology,Phones,PayAnywhere Card Reader,10004071
OFF-PA-10004039,Office Supplies,Paper,Xerox 1882,10004039
OFF-AR-10001725,Office Supplies,Art,Boston Home & Office Model 2000 Electric Pencil Sharpeners,10001725
OFF-BI-10003007,Office Supplies,Binders,"Premium Transparent Presentation Covers, No Pattern/Clear, 8 1/2"" x 11""",10003007
OFF-SU-10002522,Office Supplies,Supplies,Acme Kleen Earth Office Shears,10002522
TEC-AC-10004859,Technology,Accessories,"Maxell Pro 80 Minute CD-R, 10/Pack",10004859
TEC-AC-10002558,Technology,Accessories,Imation Swivel Flash Drive USB flash drive - 8 GB,10002558
OFF-SU-10004782,Office Supplies,Supplies,"Elite 5"" Scissors",10004782
OFF-SU-10000432,Office Supplies,Supplies,Acco Side-Punched Conventional Columnar Pads,10000432
TEC-CO-10001571,Technology,Copiers,Sharp 1540cs Digital Laser Copier,10001571
FUR-FU-10003026,Furniture,Furnishings,"Eldon Regeneration Recycled Desk Accessories, Black",10003026
OFF-ST-10001034,Office Supplies,Storage,Eldon File Chest Portable File,10001034
OFF-AR-10004269,Office Supplies,Art,Newell 31,10004269
TEC-PH-10000730,Technology,Phones,Samsung Galaxy S4 Active,10000730
FUR-CH-10004983,Furniture,Chairs,Office Star - Mid Back Dual function Ergonomic High Back Chair with 2-Way Adjustable Arms,10004983
OFF-AR-10001615,Office Supplies,Art,Newell 34,10001615
TEC-AC-10001874,Technology,Accessories,Logitech Wireless Anywhere Mouse MX for PC and Mac,10001874
OFF-BI-10000494,Office Supplies,Binders,Acco Economy Flexible Poly Round Ring Binder,10000494
FUR-TA-10003469,Furniture,Tables,Balt Split Level Computer Training Table,10003469
OFF-AR-10003179,Office Supplies,Art,Dixon Ticonderoga Core-Lock Colored Pencils,10003179
FUR-CH-10003606,Furniture,Chairs,SAFCO Folding Chair Trolley,10003606
FUR-CH-10003298,Furniture,Chairs,"Office Star - Contemporary Task Swivel chair with Loop Arms, Charcoal",10003298
OFF-LA-10003537,Office Supplies,Labels,Avery 515,10003537
OFF-PA-10000069,Office Supplies,Paper,"TOPS 4 x 6 Fluorescent Color Memo Sheets, 500 Sheets per Pack",10000069
OFF-FA-10000611,Office Supplies,Fasteners,Binder Clips by OIC,10000611
OFF-PA-10004733,Office Supplies,Paper,Things To Do Today Spiral Book,10004733
TEC-AC-10004814,Technology,Accessories,Logitech Illuminated Ultrathin Keyboard with Backlighting,10004814
OFF-SU-10002301,Office Supplies,Supplies,Serrated Blade or Curved Handle Hand Letter Openers,10002301
OFF-BI-10004318,Office Supplies,Binders,Ibico EB-19 Dual Function Manual Binding System,10004318
TEC-AC-10001539,Technology,Accessories,Logitech G430 Surround Sound Gaming Headset with Dolby 7.1 Technology,10001539
OFF-BI-10004828,Office Supplies,Binders,GBC Poly Designer Binding Covers,10004828
OFF-AR-10001770,Office Supplies,Art,Economy #2 Pencils,10001770
FUR-FU-10004904,Furniture,Furnishings,"Eldon ""L"" Workstation Diamond Chairmat",10004904
OFF-ST-10001031,Office Supplies,Storage,Adjustable Personal File Tote,10001031
FUR-FU-10002396,Furniture,Furnishings,"DAX Copper Panel Document Frame, 5 x 7 Size",10002396
TEC-AC-10002331,Technology,Accessories,"Maxell 74 Minute CDR, 10/Pack",10002331
FUR-BO-10004218,Furniture,Bookcases,"Bush Heritage Pine Collection 5-Shelf Bookcase, Albany Pine Finish, *Special Order",10004218
OFF-PA-10000246,Office Supplies,Paper,Riverleaf Stik-Withit Designer Note Cubes,10000246
OFF-PA-10001461,Office Supplies,Paper,HP Office Paper (20Lb. and 87 Bright),10001461
OFF-AR-10004165,Office Supplies,Art,"Binney & Smith inkTank Erasable Pocket Highlighter, Chisel Tip, Yellow",10004165
OFF-PA-10001977,Office Supplies,Paper,Xerox 194,10001977
FUR-FU-10001085,Furniture,Furnishings,3M Polarizing Light Filter Sleeves,10001085
OFF-PA-10002606,Office Supplies,Paper,Xerox 1928,10002606
OFF-PA-10002245,Office Supplies,Paper,Xerox 1895,10002245
FUR-FU-10003731,Furniture,Furnishings,"Eldon Expressions Wood and Plastic Desk Accessories, Oak",10003731
OFF-AP-10001962,Office Supplies,Appliances,Black & Decker Filter for Double Action Dustbuster Cordless Vac BLDV7210,10001962
FUR-FU-10003798,Furniture,Furnishings,"Ultra Door Kickplate, 8""H x 34""W",10003798
TEC-MA-10001016,Technology,Machines,Canon PC170 Desktop Personal Copier,10001016
TEC-AC-10001553,Technology,Accessories,"Memorex 25GB 6X Branded Blu-Ray Recordable Disc, 15/Pack",10001553
FUR-FU-10001215,Furniture,Furnishings,"Howard Miller 11-1/2"" Diameter Brentwood Wall Clock",10001215
OFF-PA-10002499,Office Supplies,Paper,Xerox 1890,10002499
TEC-PH-10003215,Technology,Phones,Jackery Bar Premium Fast-charging Portable Charger,10003215
OFF-LA-10002945,Office Supplies,Labels,"Permanent Self-Adhesive File Folder Labels for Typewriters, 1 1/8 x 3 1/2, White",10002945
OFF-LA-10001771,Office Supplies,Labels,Avery 513,10001771
TEC-PH-10004434,Technology,Phones,Cisco IP Phone 7961G VoIP phone - Dark gray,10004434
TEC-CO-10002095,Technology,Copiers,Hewlett Packard 610 Color Digital Copier / Printer,10002095
FUR-FU-10001488,Furniture,Furnishings,"Tenex 46"" x 60"" Computer Anti-Static Chairmat, Rectangular Shaped",10001488
FUR-BO-10000711,Furniture,Bookcases,"Hon Metal Bookcases, Gray",10000711
OFF-ST-10000736,Office Supplies,Storage,Carina Double Wide Media Storage Towers in Natural & Black,10000736
OFF-BI-10001120,Office Supplies,Binders,Ibico EPK-21 Electric Binding System,10001120
OFF-AP-10004655,Office Supplies,Appliances,"Holmes Visible Mist Ultrasonic Humidifier with 2.3-Gallon Output per Day, Replacement Filter",10004655
FUR-BO-10004360,Furniture,Bookcases,Rush Hierlooms Collection Rich Wood Bookcases,10004360
TEC-MA-10001127,Technology,Machines,"HP Designjet T520 Inkjet Large Format Printer - 24"" Color",10001127
TEC-AC-10002942,Technology,Accessories,WD My Passport Ultra 1TB Portable External Hard Drive,10002942
OFF-LA-10002475,Office Supplies,Labels,Avery 519,10002475
FUR-CH-10000229,Furniture,Chairs,Global Enterprise Series Seating High-Back Swivel/Tilt Chairs,10000229
FUR-BO-10002853,Furniture,Bookcases,O'Sullivan 5-Shelf Heavy-Duty Bookcases,10002853
OFF-BI-10003876,Office Supplies,Binders,"Green Canvas Binder for 8-1/2"" x 14"" Sheets",10003876
OFF-EN-10004007,Office Supplies,Envelopes,Park Ridge Embossed Executive Business Envelopes,10004007
FUR-BO-10003894,Furniture,Bookcases,"Safco Value Mate Steel Bookcase, Baked Enamel Finish on Steel, Black",10003894
TEC-MA-10001570,Technology,Machines,Cisco Desktop Collaboration Experience DX650 IP Video Phone,10001570
FUR-FU-10003930,Furniture,Furnishings,Howard Miller 12-3/4 Diameter Accuwave DS  Wall Clock,10003930
OFF-AR-10004587,Office Supplies,Art,"Boston 1827 Commercial Additional Cutter, Drive Gear & Gear Rack for 1606",10004587
FUR-FU-10001424,Furniture,Furnishings,Dax Clear Box Frame,10001424
OFF-BI-10000216,Office Supplies,Binders,"Mead 1st Gear 2"" Zipper Binder, Asst. Colors",10000216
TEC-MA-10001047,Technology,Machines,"3D Systems Cube Printer, 2nd Generation, Magenta",10001047
TEC-PH-10000526,Technology,Phones,Vtech CS6719,10000526
TEC-MA-10003246,Technology,Machines,Hewlett-Packard Deskjet D4360 Printer,10003246
FUR-FU-10000175,Furniture,Furnishings,DAX Wood Document Frame.,10000175
OFF-PA-10000007,Office Supplies,Paper,"Telephone Message Books with Fax/Mobile Section, 4 1/4"" x 6""",10000007
TEC-AC-10003237,Technology,Accessories,Memorex Micro Travel Drive 4 GB,10003237
FUR-FU-10004053,Furniture,Furnishings,DAX Two-Tone Silver Metal Document Frame,10004053
OFF-FA-10001843,Office Supplies,Fasteners,Staples,10001843
OFF-AP-10002998,Office Supplies,Appliances,Holmes 99% HEPA Air Purifier,10002998
FUR-BO-10004690,Furniture,Bookcases,O'Sullivan Cherrywood Estates Traditional Barrister Bookcase,10004690
OFF-AR-10004602,Office Supplies,Art,Boston KS Multi-Size Manual Pencil Sharpener,10004602
TEC-PH-10000923,Technology,Phones,"Belkin SportFit Armband For iPhone 5s/5c, Fuchsia",10000923
OFF-AR-10002445,Office Supplies,Art,SANFORD Major Accent Highlighters,10002445
FUR-BO-10003546,Furniture,Bookcases,Hon 4-Shelf Metal Bookcases,10003546
OFF-AR-10003772,Office Supplies,Art,Boston 16750 Black Compact Battery Pencil Sharpener,10003772
FUR-TA-10003392,Furniture,Tables,Global Adaptabilities Conference Tables,10003392
OFF-AR-10003217,Office Supplies,Art,Newell 316,10003217
OFF-ST-10001932,Office Supplies,Storage,Fellowes Staxonsteel Drawer Files,10001932
OFF-EN-10003567,Office Supplies,Envelopes,"Inter-Office Recycled Envelopes, Brown Kraft, Button-String,10"" x 13"" , 100/Box",10003567
OFF-ST-10000129,Office Supplies,Storage,Fellowes Recycled Storage Drawers,10000129
TEC-PH-10000213,Technology,Phones,Seidio BD2-HK3IPH5-BK DILEX Case and Holster Combo for Apple iPhone 5/5s - Black,10000213
OFF-ST-10003805,Office Supplies,Storage,"24 Capacity Maxi Data Binder Racks, Pearl",10003805
OFF-PA-10004353,Office Supplies,Paper,Southworth 25% Cotton Premium Laser Paper and Envelopes,10004353
FUR-FU-10003142,Furniture,Furnishings,"Master Big Foot Doorstop, Beige",10003142
OFF-EN-10004206,Office Supplies,Envelopes,Multimedia Mailers,10004206
TEC-PH-10000193,Technology,Phones,Jensen SMPS-640 - speaker phone,10000193
FUR-FU-10002111,Furniture,Furnishings,"Master Caster Door Stop, Large Brown",10002111
OFF-ST-10000885,Office Supplies,Storage,Fellowes Desktop Hanging File Manager,10000885
OFF-PA-10002709,Office Supplies,Paper,Xerox 1956,10002709
FUR-FU-10003424,Furniture,Furnishings,Nu-Dell Oak Frame,10003424
OFF-LA-10003720,Office Supplies,Labels,Avery 487,10003720
OFF-BI-10003718,Office Supplies,Binders,GBC Therma-A-Bind 250T Electric Binding System,10003718
FUR-FU-10002508,Furniture,Furnishings,Document Clip Frames,10002508
OFF-PA-10003790,Office Supplies,Paper,Xerox 1991,10003790
OFF-PA-10003134,Office Supplies,Paper,Xerox 1937,10003134
FUR-BO-10003893,Furniture,Bookcases,Sauder Camden County Collection Library,10003893
TEC-CO-10001943,Technology,Copiers,Canon PC-428 Personal Copier,10001943
OFF-PA-10003228,Office Supplies,Paper,Xerox 1917,10003228
OFF-PA-10002923,Office Supplies,Paper,Xerox 1942,10002923
TEC-PH-10001305,Technology,Phones,Panasonic KX TS208W Corded phone,10001305
TEC-AC-10000487,Technology,Accessories,SanDisk Cruzer 4 GB USB Flash Drive,10000487
OFF-BI-10000201,Office Supplies,Binders,"Avery Triangle Shaped Sheet Lifters, Black, 2/Pack",10000201
TEC-AC-10004396,Technology,Accessories,Logitech Keyboard K120,10004396
FUR-FU-10002456,Furniture,Furnishings,"Master Caster Door Stop, Large Neon Orange",10002456
OFF-PA-10000327,Office Supplies,Paper,Xerox 1971,10000327
FUR-FU-10002813,Furniture,Furnishings,"DAX Contemporary Wood Frame with Silver Metal Mat, Desktop, 11 x 14 Size",10002813
TEC-MA-10000752,Technology,Machines,Texas Instrument TI-15 Fraction Calculator,10000752
FUR-FU-10004845,Furniture,Furnishings,"Deflect-o EconoMat Nonstudded, No Bevel Mat",10004845
OFF-FA-10000840,Office Supplies,Fasteners,OIC Thumb-Tacks,10000840
OFF-AR-10001972,Office Supplies,Art,Newell 323,10001972
OFF-AR-10001231,Office Supplies,Art,"Sanford EarthWrite Recycled Pencils, Medium Soft, #2",10001231
TEC-PH-10004875,Technology,Phones,PNY Rapid USB Car Charger - Black,10004875
OFF-PA-10004381,Office Supplies,Paper,14-7/8 x 11 Blue Bar Computer Printout Paper,10004381
TEC-PH-10003356,Technology,Phones,"SmartStand Mobile Device Holder, Assorted Colors",10003356
OFF-AP-10002670,Office Supplies,Appliances,Belkin 8-Outlet Premiere SurgeMaster II Surge Protectors,10002670
OFF-FA-10003485,Office Supplies,Fasteners,Staples,10003485
OFF-AP-10000390,Office Supplies,Appliances,Euro Pro Shark Stick Mini Vacuum,10000390
OFF-PA-10002764,Office Supplies,Paper,Easy-staple paper,10002764
TEC-AC-10000736,Technology,Accessories,Logitech G600 MMO Gaming Mouse,10000736
TEC-MA-10000045,Technology,Machines,Zebra ZM400 Thermal Label Printer,10000045
OFF-ST-10000136,Office Supplies,Storage,Letter Size File,10000136
TEC-PH-10004522,Technology,Phones,Dexim XPower Skin Super-Thin Power Case for iPhone 5 - Black,10004522
TEC-PH-10002584,Technology,Phones,Samsung Galaxy S4,10002584
FUR-CH-10004626,Furniture,Chairs,Office Star Flex Back Scooter Chair with Aluminum Finish Frame,10004626
OFF-PA-10001363,Office Supplies,Paper,Xerox 1933,10001363
FUR-TA-10004442,Furniture,Tables,Riverside Furniture Stanwyck Manor Table Series,10004442
TEC-PH-10000562,Technology,Phones,Samsung Convoy 3,10000562
FUR-FU-10001025,Furniture,Furnishings,"Eldon Imàge Series Desk Accessories, Clear",10001025
OFF-PA-10000213,Office Supplies,Paper,Xerox 198,10000213
TEC-PH-10002789,Technology,Phones,LG Exalt,10002789
TEC-AC-10004855,Technology,Accessories,V7 USB Numeric Keypad,10004855
OFF-EN-10003448,Office Supplies,Envelopes,"Peel & Seel Recycled Catalog Envelopes, Brown",10003448
OFF-AP-10000938,Office Supplies,Appliances,Avanti 1.7 Cu. Ft. Refrigerator,10000938
OFF-SU-10004737,Office Supplies,Supplies,Acme Design Stainless Steel Bent Scissors,10004737
FUR-TA-10001691,Furniture,Tables,"Barricks Non-Folding Utility Table with Steel Legs, Laminate Tops",10001691
TEC-MA-10003173,Technology,Machines,Hewlett-Packard 300S Scientific Calculator,10003173
OFF-ST-10004835,Office Supplies,Storage,Plastic Stacking Crates & Casters,10004835
OFF-LA-10000305,Office Supplies,Labels,Avery 495,10000305
OFF-AR-10003876,Office Supplies,Art,"Avery Hi-Liter GlideStik Fluorescent Highlighter, Yellow Ink",10003876
FUR-FU-10001731,Furniture,Furnishings,Acrylic Self-Standing Desk Frames,10001731
OFF-PA-10003063,Office Supplies,Paper,EcoTones Memo Sheets,10003063
TEC-MA-10000423,Technology,Machines,Texas Instruments TI-34 Scientific Calculator,10000423
TEC-AC-10004992,Technology,Accessories,Kingston Digital DataTraveler 64GB USB 2.0,10004992
TEC-AC-10003870,Technology,Accessories,Logitech Z-906 Speaker sys - home theater - 5.1-CH,10003870
OFF-AP-10000275,Office Supplies,Appliances,"Sanyo Counter Height Refrigerator with Crisper, 3.6 Cubic Foot, Stainless Steel/Black",10000275
FUR-FU-10003192,Furniture,Furnishings,Luxo Adjustable Task Clamp Lamp,10003192
OFF-AR-10000614,Office Supplies,Art,Barrel Sharpener,10000614
TEC-AC-10001542,Technology,Accessories,SanDisk Cruzer 16 GB USB Flash Drive,10001542
OFF-FA-10000089,Office Supplies,Fasteners,Acco Glide Clips,10000089
FUR-TA-10001771,Furniture,Tables,"Bush Cubix Conference Tables, Fully Assembled",10001771
FUR-TA-10001086,Furniture,Tables,"SAFCO PlanMaster Boards, 60w x 37-1/2d, White Melamine",10001086
TEC-AC-10003447,Technology,Accessories,Micropad Numeric Keypads,10003447
TEC-MA-10002109,Technology,Machines,"HP Officejet Pro 8600 e-All-In-One Printer, Copier, Scanner, Fax",10002109
TEC-PH-10001870,Technology,Phones,Lunatik TT5L-002 Taktik Strike Impact Protection System for iPhone 5,10001870
OFF-PA-10000143,Office Supplies,Paper,Astroparche Fine Business Paper,10000143
OFF-ST-10002182,Office Supplies,Storage,"Iris 3-Drawer Stacking Bin, Black",10002182
TEC-PH-10001468,Technology,Phones,Panasonic Business Telephones KX-T7736,10001468
OFF-AR-10004010,Office Supplies,Art,Hunt Boston Vacuum Mount KS Pencil Sharpener,10004010
OFF-ST-10003994,Office Supplies,Storage,"Belkin 19"" Center-Weighted Shelf, Gray",10003994
FUR-FU-10000755,Furniture,Furnishings,Eldon Expressions Mahogany Wood Desk Collection,10000755
FUR-CH-10001545,Furniture,Chairs,Hon Comfortask Task/Swivel Chairs,10001545
FUR-FU-10004245,Furniture,Furnishings,"Career Cubicle Clock, 8 1/4"", Black",10004245
OFF-EN-10002592,Office Supplies,Envelopes,"Peel & Seel Recycled Catalog Envelopes, Brown",10002592
OFF-AR-10000914,Office Supplies,Art,Boston 16765 Mini Stand Up Battery Pencil Sharpener,10000914
TEC-AC-10004877,Technology,Accessories,Imation 30456 USB Flash Drive 8GB,10004877
OFF-FA-10000735,Office Supplies,Fasteners,Staples,10000735
FUR-CH-10002044,Furniture,Chairs,"Office Star - Contemporary Task Swivel chair with 2-way adjustable arms, Plum",10002044
OFF-EN-10003286,Office Supplies,Envelopes,Staple envelope,10003286
OFF-AP-10004052,Office Supplies,Appliances,"Hoover Replacement Belts For Soft Guard & Commercial Ltweight Upright Vacs, 2/Pk",10004052
FUR-FU-10003829,Furniture,Furnishings,Stackable Trays,10003829
OFF-AR-10002987,Office Supplies,Art,Prismacolor Color Pencil Set,10002987
TEC-PH-10004100,Technology,Phones,Griffin GC17055 Auxiliary Audio Cable,10004100
OFF-ST-10000636,Office Supplies,Storage,Rogers Profile Extra Capacity Storage Tub,10000636
TEC-PH-10003174,Technology,Phones,RCA ViSYS 25825 Wireless digital phone,10003174
OFF-SU-10004661,Office Supplies,Supplies,Acme Titanium Bonded Scissors,10004661
TEC-MA-10001031,Technology,Machines,Socket Bluetooth Cordless Hand Scanner (CHS),10001031
OFF-PA-10000483,Office Supplies,Paper,Xerox 19,10000483
FUR-FU-10004963,Furniture,Furnishings,"Eldon 400 Class Desk Accessories, Black Carbon",10004963
TEC-MA-10003176,Technology,Machines,Okidata B400 Printer,10003176
TEC-AC-10003399,Technology,Accessories,Memorex Mini Travel Drive 64 GB USB 2.0 Flash Drive,10003399
TEC-AC-10002647,Technology,Accessories,"Logitech Wireless Boombox Speaker - portable - wireless, wired",10002647
